,sentence_group_id,author,text
6135,id26647,HPL,"We did not think , judging from precedent , that it would pursue us far even at worst ."
6136,id18841,EAP,"This difficulty of direct vision had troubled me more or less for the last forty eight hours ; but my present enormous elevation brought closer together , as it were , the floating bodies of vapor , and the inconvenience became , of course , more and more palpable in proportion to my ascent ."
6137,id05153,MWS,"I am quite weary of enduring the misery which hourly I do endure , and I will throw it off ."
6138,id07741,EAP,The Turk plays with his left arm .
6139,id00053,EAP,During the whole of the day I continued to near the ice .
6140,id21545,HPL,"That the psychic or intellectual life might be impaired by the slight deterioration of sensitive brain cells which even a short period of death would be apt to cause , West fully realised ."
6141,id09282,MWS,"He left me but I still was calm , and after I had saluted the starry sky and dewy earth with eyes of love and a contented good night , I slept sweetly , visited by dreams , the first of pleasure I had had for many long months ."
6142,id19084,HPL,You see the things that float and flop about you and through you every moment of your life .
6143,id07879,HPL,"On each occasion investigation revealed nothing , and we began to ascribe the occurrences to imagination alone that same curiously disturbed imagination which still prolonged in our ears the faint far baying we thought we had heard in the Holland churchyard ."
6144,id27387,EAP,She became at length convalescent finally well .
6145,id17743,HPL,"Despite a conservative training or because of it , for humdrum lives breed wistful longings of the unknown he swore a great oath to scale that avoided northern cliff and visit the abnormally antique grey cottage in the sky ."
6146,id25122,EAP,We 'll have some thing else in the botanical line .
6147,id22264,HPL,"The poor fellow was young , rather dark , and very handsome ; probably an Italian or Greek , and undoubtedly of the Victory 's crew ."
6148,id27140,MWS,and day Like a thin exhalation melt away .
6149,id27140,MWS,Both wrapping up their beams in clouds to be .
6150,id27140,MWS,Themselves close mourners at this obsequie .
6151,id27590,MWS,A residence in Turkey was abhorrent to her ; her religion and her feelings were alike averse to it .
6152,id13980,EAP,The drops of moisture trickle among the bones .
6153,id16253,HPL,"And now he was equally resentful of awaking , for he had found his fabulous city after forty weary years ."
6154,id05615,EAP,"Adjusting the focus of the telescope , I again looked , and now made it out to be a human skull ."
6155,id13897,EAP,"`` Pretty much , but not altogether , '' said Legrand ."
6156,id02072,HPL,"A sad faced woman in black answered my summons , and I was stung with disappointment when she told me in halting English that Gustaf Johansen was no more ."
6157,id06621,EAP,"The wild disorder of the room ; the corpse thrust , with the head downward , up the chimney ; the frightful mutilation of the body of the old lady ; these considerations , with those just mentioned , and others which I need not mention , have sufficed to paralyze the powers , by putting completely at fault the boasted acumen , of the government agents ."
6158,id15072,HPL,"There was no use trying to evade it , for any alternative course would involve detours of possibly disastrous visibility and delaying effect ."
6159,id20548,EAP,"The day was warm unusually so for the season there was hardly a breath of air stirring ; and the multitude were in no bad humor at being now and then besprinkled with friendly showers of momentary duration , that fell from large white masses of cloud which chequered in a fitful manner the blue vault of the firmament ."
6160,id08509,MWS,"Since then , the influence of the landed proprietors had augmented ; and at first Ryland was not sorry to observe the machinations of Lord Raymond , which drew off many of his opponent 's partizans ."
6161,id13781,MWS,"`` Take care of yourself , my dear Lord , '' I said ."
6162,id10180,HPL,Shapes talkin ' sign language with their hands . . .
6163,id22359,EAP,"A purse , or pocket book , being really lost , the loser inserts in one of the daily papers of a large city a fully descriptive advertisement ."
6164,id15693,HPL,"In the centre of Sarnath they lay , covering a great space and encircled by a high wall ."
6165,id23954,EAP,"But to morrow I die , and to day I would unburthen my soul ."
6166,id10929,MWS,The blue eyes of my angelic girl were fixed on this sweet emblem of herself : `` .
6167,id10929,MWS,"How the light palpitates , '' she said , `` which is that star 's life ."
6168,id02973,MWS,"My arrival was like the newly discovered lamp of a lighthouse to sailors , who are weathering some dangerous point ."
6169,id06934,MWS,Idris could not endure to leave him in this state ; nor was it right either to quit or take with us a young family for a journey of this description .
6170,id16026,EAP,"Such a thing as an unexplored , or even an unfrequently visited recess , amid its woods or groves , is not for a moment to be imagined ."
6171,id09663,MWS,"I have often thought of offering my services to the pestilence stricken towns of France and Italy ; but fear of paining you , and expectation of this catastrophe , withheld me ."
6172,id07060,EAP,"I shudder at the thought of any , even the most trivial , incident , which may operate upon this intolerable agitation of soul ."
6173,id09345,MWS,"And then in a moment he said , `` ."
6174,id09345,MWS,"No , that must not be ; you must not read Dante ."
6175,id16456,EAP,Nonsense .
6176,id16456,EAP,"Who does not remember that , at such a time as this , the eye , like a shattered mirror , multiplies the images of its sorrow , and sees in innumerable far off places , the woe which is close at hand ."
6177,id02320,HPL,"And if added to this there be a repellent unkemptness ; a wild disorder of dress , a bushiness of dark hair white at the roots , and an unchecked growth of pure white beard on a face once clean shaven , the cumulative effect is quite shocking ."
6178,id21246,EAP,"He , so refined , so intellectual , so fastidious , with so exquisite a perception of the faulty , and so keen an appreciation of the beautiful ."
6179,id21246,EAP,"To be sure , the lady seemed especially fond of him particularly so in his absence when she made herself ridiculous by frequent quotations of what had been said by her `` beloved husband , Mr . Wyatt . ."
6180,id14649,HPL,"And when my knock was answered I was fully afraid , because I had not heard any footsteps before the door creaked open ."
